label	#anonymous_contig_id	genome_id	tax_id	contig_id	number_reads	start_position	end_position	otu	full_path	path	new_label
PC664140	PC664140	Otu1860	80852	NODE_8_length_125480_cov_69.585171	282	50976	58955	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC666150	PC666150	Otu1860	80852	NODE_27_length_65086_cov_65.451746	452	51898	64935	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC6714	PC6714	Otu1860	80852	NODE_34_length_46566_cov_225.873641	311	6929	14633	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC672676	PC672676	Otu1860	80852	NODE_22_length_73911_cov_202.914494	240	37611	43883	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC673295	PC673295	Otu1860	80852	NODE_4_length_169737_cov_173.700778	197	30247	35671	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC680968	PC680968	Otu1860	80852	NODE_13_length_98418_cov_73.416854	318	5	8996	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC685459	PC685459	Otu1860	80852	NODE_39_length_38390_cov_77.357761	186	24177	29181	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC68587	PC68587	Otu1860	80852	NODE_4_length_169737_cov_173.700778	556	152890	168166	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC686310	PC686310	Otu1860	80852	NODE_4_length_169737_cov_173.700778	392	97701	109575	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC687998	PC687998	Otu1860	80852	NODE_29_length_63274_cov_84.814227	378	51099	61932	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC689072	PC689072	Otu1860	80852	NODE_38_length_39643_cov_64.496153	164	15059	20198	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC693055	PC693055	Otu1860	80852	NODE_88_length_5945_cov_27.898419	210	66	5857	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC69460	PC69460	Otu1860	80852	NODE_54_length_21198_cov_45.791182	254	36	7029	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC695915	PC695915	Otu1860	80852	NODE_79_length_7203_cov_10.748869	252	410	7106	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC697393	PC697393	Otu1860	80852	NODE_1_length_316792_cov_100.028756	794	102476	124813	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC703656	PC703656	Otu1860	80852	NODE_5_length_137528_cov_79.495804	394	61641	74202	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC704200	PC704200	Otu1860	80852	NODE_3_length_190129_cov_122.122983	1174	10747	41026	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC709210	PC709210	Otu1860	80852	NODE_69_length_12454_cov_34.610205	316	3982	12447	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC709301	PC709301	Otu1860	80852	NODE_10_length_123423_cov_71.688936	237	91535	98162	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC713534	PC713534	Otu1860	80852	NODE_17_length_88876_cov_162.563161	526	58012	73697	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC719325	PC719325	Otu1860	80852	NODE_59_length_15735_cov_625.196822	371	5084	15664	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC719840	PC719840	Otu1860	80852	NODE_3_length_190129_cov_122.122983	369	62710	73119	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC721044	PC721044	Otu1860	80852	NODE_50_length_23805_cov_66.180336	508	7512	20980	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC733110	PC733110	Otu1860	80852	NODE_3_length_190129_cov_122.122983	545	167869	182510	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC740236	PC740236	Otu1860	80852	NODE_14_length_95982_cov_111.081905	298	66591	74744	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC742591	PC742591	Otu1860	80852	NODE_1_length_316792_cov_100.028756	266	269747	277148	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC744810	PC744810	Otu1860	80852	NODE_68_length_12577_cov_31.019759	250	37	6930	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC76299	PC76299	Otu1860	80852	NODE_9_length_124939_cov_96.859669	358	13207	23523	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC771376	PC771376	Otu1860	80852	NODE_21_length_77489_cov_89.664034	586	55343	71213	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC772254	PC772254	Otu1860	80852	NODE_28_length_64816_cov_198.184807	202	48643	54066	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC777119	PC777119	Otu1860	80852	NODE_57_length_17660_cov_60.705413	177	5537	10672	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC778082	PC778082	Otu1860	80852	NODE_3_length_190129_cov_122.122983	739	146235	166703	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC780764	PC780764	Otu1860	80852	NODE_12_length_103418_cov_146.010940	178	82613	87946	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC784172	PC784172	Otu1860	80852	NODE_20_length_79785_cov_60.580595	928	55074	79760	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC789533	PC789533	Otu1860	80852	NODE_1_length_316792_cov_100.028756	414	290749	301423	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC792794	PC792794	Otu1860	80852	NODE_24_length_68841_cov_59.815802	251	2165	9458	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC796376	PC796376	Otu1860	80852	NODE_28_length_64816_cov_198.184807	245	13861	21716	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC804474	PC804474	Otu1860	80852	NODE_11_length_109688_cov_63.952355	243	26265	32252	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC805255	PC805255	Otu1860	80852	NODE_21_length_77489_cov_89.664034	290	46928	55046	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC805768	PC805768	Otu1860	80852	NODE_25_length_67638_cov_68.768186	293	44220	51952	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC811779	PC811779	Otu1860	80852	NODE_8_length_125480_cov_69.585171	574	23860	39260	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC81258	PC81258	Otu1860	80852	NODE_33_length_55455_cov_67.036347	640	20935	38480	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC813102	PC813102	Otu1860	80852	NODE_16_length_92027_cov_74.426681	182	76115	81394	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC816397	PC816397	Otu1860	80852	NODE_46_length_28683_cov_59.942954	202	20137	25385	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC821384	PC821384	Otu1860	80852	NODE_62_length_15130_cov_72.414384	538	53	15021	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC822475	PC822475	Otu1860	80852	NODE_16_length_92027_cov_74.426681	313	439	9361	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC823938	PC823938	Otu1860	80852	NODE_8_length_125480_cov_69.585171	300	6954	15434	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC824352	PC824352	Otu1860	80852	NODE_17_length_88876_cov_162.563161	280	27370	34292	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC826023	PC826023	Otu1860	80852	NODE_42_length_33875_cov_80.729288	536	4867	20389	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC826715	PC826715	Otu1860	80852	NODE_36_length_42175_cov_58.711663	377	29432	39825	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC829169	PC829169	Otu1860	80852	NODE_49_length_24575_cov_77.337533	172	19094	24452	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC829625	PC829625	Otu1860	80852	NODE_37_length_41758_cov_125.302275	180	6298	12151	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC835357	PC835357	Otu1860	80852	NODE_17_length_88876_cov_162.563161	352	42517	52701	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC844167	PC844167	Otu1860	80852	NODE_35_length_43269_cov_138.756965	350	17256	25210	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC854504	PC854504	Otu1860	80852	NODE_12_length_103418_cov_146.010940	490	30762	43257	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC855652	PC855652	Otu1860	80852	NODE_5_length_137528_cov_79.495804	505	22	12738	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC856501	PC856501	Otu1860	80852	NODE_11_length_109688_cov_63.952355	304	262	8798	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC861860	PC861860	Otu1860	80852	NODE_10_length_123423_cov_71.688936	261	44051	51874	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC862223	PC862223	Otu1860	80852	NODE_5_length_137528_cov_79.495804	410	18808	29914	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC866494	PC866494	Otu1860	80852	NODE_2_length_207889_cov_105.687373	724	159625	179039	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC866789	PC866789	Otu1860	80852	NODE_53_length_21615_cov_71.896500	700	4	19573	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC87123	PC87123	Otu1860	80852	NODE_7_length_125944_cov_132.562134	562	62127	76672	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC883579	PC883579	Otu1860	80852	NODE_1_length_316792_cov_100.028756	550	199262	214730	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC884822	PC884822	Otu1860	80852	NODE_8_length_125480_cov_69.585171	305	41185	49902	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC88570	PC88570	Otu1860	80852	NODE_18_length_82539_cov_55.085352	334	11675	19981	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC886129	PC886129	Otu1860	80852	NODE_64_length_14213_cov_56.791637	428	2580	14082	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC897656	PC897656	Otu1860	80852	NODE_39_length_38390_cov_77.357761	233	17881	24009	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC901009	PC901009	Otu1860	80852	NODE_1_length_316792_cov_100.028756	234	50599	57483	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC906146	PC906146	Otu1860	80852	NODE_57_length_17660_cov_60.705413	192	120	5473	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC907098	PC907098	Otu1860	80852	NODE_2_length_207889_cov_105.687373	188	179087	184532	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC912606	PC912606	Otu1860	80852	NODE_1_length_316792_cov_100.028756	281	235639	244231	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC918580	PC918580	Otu1860	80852	NODE_13_length_98418_cov_73.416854	680	34717	52731	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC919858	PC919858	Otu1860	80852	NODE_37_length_41758_cov_125.302275	219	21432	28093	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC924909	PC924909	Otu1860	80852	NODE_58_length_17437_cov_199.764356	243	9758	15622	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC930838	PC930838	Otu1860	80852	NODE_38_length_39643_cov_64.496153	744	20292	39636	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC938323	PC938323	Otu1860	80852	NODE_24_length_68841_cov_59.815802	197	52268	58299	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC944628	PC944628	Otu1860	80852	NODE_1_length_316792_cov_100.028756	200	277197	283077	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC947153	PC947153	Otu1860	80852	NODE_12_length_103418_cov_146.010940	572	87973	103417	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC952466	PC952466	Otu1860	80852	NODE_43_length_33333_cov_61.184485	360	12865	22943	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC955398	PC955398	Otu1860	80852	NODE_1_length_316792_cov_100.028756	183	169562	175294	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC958280	PC958280	Otu1860	80852	NODE_19_length_81720_cov_98.688601	240	9219	16033	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC970718	PC970718	Otu1860	80852	NODE_4_length_169737_cov_173.700778	270	109609	116318	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC973672	PC973672	Otu1860	80852	NODE_20_length_79785_cov_60.580595	428	26267	38006	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC981959	PC981959	Otu1860	80852	NODE_35_length_43269_cov_138.756965	190	34	5414	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC983263	PC983263	Otu1860	80852	NODE_43_length_33333_cov_61.184485	194	7341	12797	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC986318	PC986318	Otu1860	80852	NODE_56_length_18075_cov_34.436372	264	7986	14959	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC989614	PC989614	Otu1860	80852	NODE_7_length_125944_cov_132.562134	298	19388	27143	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC993965	PC993965	Otu1860	80852	NODE_68_length_12577_cov_31.019759	196	6951	12540	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC998047	PC998047	Otu1860	80852	NODE_18_length_82539_cov_55.085352	196	53234	58555	Otu1860	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/A-Hdes-19_S12_contigs.fasta	A-Hdes-19_S12_contigs.kf	A-Hdes-19_S12_contigs
PC1002170	PC1002170	Otu960.0	57029	CP003879.1	160	1365600	1371453	Otu960.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Psychroflexus_torquis_ATCC_700755_genomic.fasta	Psychroflexus_torquis_ATCC_700755_genomic.kf	Psychroflexus_torquis_ATCC_700755_genomic
PC1005925	PC1005925	Otu960.0	57029	CP003879.1	308	4196214	4207069	Otu960.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Psychroflexus_torquis_ATCC_700755_genomic.fasta	Psychroflexus_torquis_ATCC_700755_genomic.kf	Psychroflexus_torquis_ATCC_700755_genomic
PC1006233	PC1006233	Otu960.0	57029	CP003879.1	412	2324563	2338931	Otu960.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Psychroflexus_torquis_ATCC_700755_genomic.fasta	Psychroflexus_torquis_ATCC_700755_genomic.kf	Psychroflexus_torquis_ATCC_700755_genomic
PC1010119	PC1010119	Otu960.0	57029	CP003879.1	293	998916	1008144	Otu960.0	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Psychroflexus_torquis_ATCC_700755_genomic.fasta	Psychroflexus_torquis_ATCC_700755_genomic.kf	Psychroflexus_torquis_ATCC_700755_genomic
